grid_id,Station,date,level_daily_mean_m,level_daily_max_m,n_obs
PUNE_G004,Koregaon Bhima,2022-11-12,538.931,539.01,93
PUNE_G004,Koregaon Bhima,2022-11-13,539.107,539.3,60
PUNE_G004,Koregaon Bhima,2022-11-14,539.435,539.54,65
PUNE_G004,Koregaon Bhima,2022-11-15,539.943,540.23,89
PUNE_G004,Koregaon Bhima,2022-11-16,540.348,540.54,94
PUNE_G004,Koregaon Bhima,2022-11-17,540.57,540.58,89
PUNE_G004,Koregaon Bhima,2022-11-18,540.563,540.57,87
PUNE_G004,Koregaon Bhima,2022-11-19,540.579,540.62,94
PUNE_G004,Koregaon Bhima,2022-11-20,540.587,540.6,92
PUNE_G004,Koregaon Bhima,2022-11-21,540.588,540.62,94
PUNE_G004,Koregaon Bhima,2022-11-22,540.598,540.64,93
PUNE_G004,Koregaon Bhima,2022-11-23,540.448,540.54,96
PUNE_G004,Koregaon Bhima,2022-11-24,540.163,540.26,94
PUNE_G004,Koregaon Bhima,2022-11-25,540.069,540.1,90
PUNE_G004,Koregaon Bhima,2022-11-26,540.036,540.05,66
PUNE_G004,Koregaon Bhima,2022-11-27,540.009,540.02,74
PUNE_G004,Koregaon Bhima,2022-11-28,539.98,539.99,71
PUNE_G004,Koregaon Bhima,2022-11-29,539.96,539.97,68
PUNE_G004,Koregaon Bhima,2022-11-30,539.945,539.96,80
PUNE_G004,Koregaon Bhima,2022-12-01,539.946,539.95,73
PUNE_G004,Koregaon Bhima,2022-12-02,539.946,539.95,92
PUNE_G004,Koregaon Bhima,2022-12-03,539.976,540.08,94
PUNE_G004,Koregaon Bhima,2022-12-04,540.343,540.5,80
PUNE_G004,Koregaon Bhima,2022-12-05,540.501,540.51,90
PUNE_G004,Koregaon Bhima,2022-12-06,540.456,540.49,95
PUNE_G004,Koregaon Bhima,2022-12-07,540.359,540.4,96
PUNE_G004,Koregaon Bhima,2022-12-08,540.331,540.34,96
PUNE_G004,Koregaon Bhima,2022-12-09,540.329,540.34,95
PUNE_G004,Koregaon Bhima,2022-12-10,540.329,540.34,96
PUNE_G004,Koregaon Bhima,2022-12-11,540.317,540.33,96
PUNE_G004,Koregaon Bhima,2022-12-12,540.312,540.32,96
PUNE_G004,Koregaon Bhima,2022-12-13,540.317,540.34,96
PUNE_G004,Koregaon Bhima,2022-12-14,540.352,540.39,93
PUNE_G004,Koregaon Bhima,2022-12-15,540.483,540.58,92
PUNE_G004,Koregaon Bhima,2022-12-16,540.506,540.55,86
PUNE_G004,Koregaon Bhima,2022-12-17,540.536,540.71,94
PUNE_G004,Koregaon Bhima,2022-12-18,540.74,540.75,95
PUNE_G004,Koregaon Bhima,2022-12-19,540.749,540.75,93
PUNE_G004,Koregaon Bhima,2022-12-20,540.818,540.84,93
PUNE_G004,Koregaon Bhima,2022-12-21,540.83,540.84,96
PUNE_G004,Koregaon Bhima,2022-12-22,540.823,540.83,96
PUNE_G004,Koregaon Bhima,2022-12-23,540.814,540.83,95
PUNE_G004,Koregaon Bhima,2022-12-24,540.662,540.78,93
PUNE_G004,Koregaon Bhima,2022-12-25,540.528,540.59,92
PUNE_G004,Koregaon Bhima,2022-12-26,540.444,540.47,92
PUNE_G004,Koregaon Bhima,2022-12-27,540.434,540.44,94
PUNE_G004,Koregaon Bhima,2022-12-28,540.427,540.44,94
PUNE_G004,Koregaon Bhima,2022-12-29,540.42,540.43,94
PUNE_G004,Koregaon Bhima,2022-12-30,540.42,540.42,94
PUNE_G004,Koregaon Bhima,2022-12-31,540.414,540.42,95
PUNE_G004,Koregaon Bhima,2023-01-01,540.418,540.42,12
PUNE_G004,Koregaon Bhima,2023-01-02,540.41,540.42,95
PUNE_G004,Koregaon Bhima,2023-01-03,540.409,540.42,94
PUNE_G004,Koregaon Bhima,2023-01-04,540.412,540.42,90
PUNE_G004,Koregaon Bhima,2023-01-05,540.413,540.42,73
PUNE_G004,Koregaon Bhima,2023-01-06,540.406,540.42,93
PUNE_G004,Koregaon Bhima,2023-01-07,540.409,540.42,93
PUNE_G004,Koregaon Bhima,2023-01-08,540.416,540.43,94
PUNE_G004,Koregaon Bhima,2023-01-09,540.414,540.43,94
PUNE_G004,Koregaon Bhima,2023-01-10,540.442,540.47,91
PUNE_G004,Koregaon Bhima,2023-01-11,540.476,540.49,95
PUNE_G004,Koregaon Bhima,2023-01-12,540.481,540.49,95
PUNE_G004,Koregaon Bhima,2023-01-13,540.473,540.48,96
PUNE_G004,Koregaon Bhima,2023-01-14,540.466,540.48,95
PUNE_G004,Koregaon Bhima,2023-01-15,540.46,540.47,85
PUNE_G004,Koregaon Bhima,2023-01-16,540.463,540.47,3
PUNE_G004,Koregaon Bhima,2023-01-19,540.507,540.51,3
PUNE_G004,Koregaon Bhima,2023-01-20,540.49,540.5,7
PUNE_G004,Koregaon Bhima,2023-01-22,540.345,540.35,18
PUNE_G004,Koregaon Bhima,2023-01-23,540.334,540.34,7
PUNE_G004,Koregaon Bhima,2023-01-24,540.302,540.36,91
PUNE_G004,Koregaon Bhima,2023-01-25,540.43,540.46,93
PUNE_G004,Koregaon Bhima,2023-01-26,540.467,540.48,95
PUNE_G004,Koregaon Bhima,2023-01-27,540.477,540.48,14
PUNE_G004,Koregaon Bhima,2023-01-30,540.579,540.58,31
PUNE_G004,Koregaon Bhima,2023-01-31,540.563,540.58,92
PUNE_G004,Koregaon Bhima,2023-02-01,540.544,540.56,95
PUNE_G004,Koregaon Bhima,2023-02-02,540.534,540.54,92
PUNE_G004,Koregaon Bhima,2023-02-03,540.528,540.54,92
PUNE_G004,Koregaon Bhima,2023-02-04,540.518,540.53,68
PUNE_G004,Koregaon Bhima,2023-02-06,540.46,540.51,5
PUNE_G004,Koregaon Bhima,2023-02-07,540.297,540.33,54
PUNE_G004,Koregaon Bhima,2023-02-08,540.264,540.29,96
PUNE_G004,Koregaon Bhima,2023-02-09,540.233,540.25,92
PUNE_G004,Koregaon Bhima,2023-02-10,540.2,540.22,94
PUNE_G004,Koregaon Bhima,2023-02-11,540.194,540.2,94
PUNE_G004,Koregaon Bhima,2023-02-12,540.204,540.21,93
PUNE_G004,Koregaon Bhima,2023-02-13,540.219,540.23,96
PUNE_G004,Koregaon Bhima,2023-02-14,540.232,540.24,95
PUNE_G004,Koregaon Bhima,2023-02-15,540.56,540.73,91
PUNE_G004,Koregaon Bhima,2023-02-16,540.722,540.74,93
PUNE_G004,Koregaon Bhima,2023-02-17,540.711,540.73,94
PUNE_G004,Koregaon Bhima,2023-02-18,540.69,540.7,95
PUNE_G004,Koregaon Bhima,2023-02-19,540.672,540.69,94
PUNE_G004,Koregaon Bhima,2023-02-20,540.623,540.66,93
PUNE_G004,Koregaon Bhima,2023-02-21,540.458,540.53,96
PUNE_G004,Koregaon Bhima,2023-02-22,540.35,540.4,84
PUNE_G004,Koregaon Bhima,2023-02-23,540.263,540.29,92
PUNE_G004,Koregaon Bhima,2023-02-24,540.324,540.36,91
PUNE_G004,Koregaon Bhima,2023-02-25,540.37,540.39,95
PUNE_G004,Koregaon Bhima,2023-02-26,540.39,540.39,9
PUNE_G004,Koregaon Bhima,2023-02-28,540.379,540.38,13
PUNE_G004,Koregaon Bhima,2023-03-01,540.356,540.38,68
PUNE_G004,Koregaon Bhima,2023-03-02,540.328,540.35,87
PUNE_G004,Koregaon Bhima,2023-03-03,540.298,540.32,75
PUNE_G004,Koregaon Bhima,2023-03-04,540.287,540.3,81
PUNE_G004,Koregaon Bhima,2023-03-05,540.264,540.28,92
PUNE_G004,Koregaon Bhima,2023-03-06,540.246,540.26,87
PUNE_G004,Koregaon Bhima,2023-03-07,540.264,540.3,94
PUNE_G004,Koregaon Bhima,2023-03-08,540.346,540.39,93
PUNE_G004,Koregaon Bhima,2023-03-09,540.43,540.47,94
PUNE_G004,Koregaon Bhima,2023-03-10,540.488,540.51,90
PUNE_G004,Koregaon Bhima,2023-03-11,540.512,540.52,90
PUNE_G004,Koregaon Bhima,2023-03-12,540.509,540.52,93
PUNE_G004,Koregaon Bhima,2023-03-13,540.498,540.51,94
PUNE_G004,Koregaon Bhima,2023-03-14,540.49,540.5,93
PUNE_G004,Koregaon Bhima,2023-03-15,540.488,540.49,93
PUNE_G004,Koregaon Bhima,2023-03-16,540.483,540.5,96
PUNE_G004,Koregaon Bhima,2023-03-17,540.499,540.51,90
PUNE_G004,Koregaon Bhima,2023-03-18,540.505,540.51,92
PUNE_G004,Koregaon Bhima,2023-03-19,540.496,540.52,93
PUNE_G004,Koregaon Bhima,2023-03-20,540.469,540.49,92
PUNE_G004,Koregaon Bhima,2023-03-21,540.438,540.46,91
PUNE_G004,Koregaon Bhima,2023-03-22,540.426,540.45,93
PUNE_G004,Koregaon Bhima,2023-03-23,540.409,540.43,94
PUNE_G004,Koregaon Bhima,2023-03-24,540.39,540.41,78
PUNE_G004,Koregaon Bhima,2023-03-25,540.381,540.39,23
PUNE_G004,Koregaon Bhima,2023-03-26,540.356,540.37,25
PUNE_G004,Koregaon Bhima,2023-03-27,540.334,540.35,25
PUNE_G004,Koregaon Bhima,2023-03-28,540.308,540.33,44
PUNE_G004,Koregaon Bhima,2023-03-29,540.269,540.3,55
PUNE_G004,Koregaon Bhima,2023-03-30,540.693,540.8,69
PUNE_G004,Koregaon Bhima,2023-03-31,540.781,540.81,83
PUNE_G004,Koregaon Bhima,2023-04-01,540.779,540.8,92
PUNE_G004,Koregaon Bhima,2023-04-02,540.775,540.8,94
PUNE_G004,Koregaon Bhima,2023-04-03,540.781,540.8,95
PUNE_G004,Koregaon Bhima,2023-04-04,540.784,540.8,93
PUNE_G004,Koregaon Bhima,2023-04-05,540.782,540.79,94
PUNE_G004,Koregaon Bhima,2023-04-06,540.784,540.8,94
PUNE_G004,Koregaon Bhima,2023-04-07,540.781,540.8,87
PUNE_G004,Koregaon Bhima,2023-04-08,540.793,540.81,90
PUNE_G004,Koregaon Bhima,2023-04-09,540.791,540.83,85
PUNE_G004,Koregaon Bhima,2023-04-10,540.811,540.82,87
PUNE_G004,Koregaon Bhima,2023-04-11,540.799,540.81,92
PUNE_G004,Koregaon Bhima,2023-04-12,540.801,540.82,73
PUNE_G004,Koregaon Bhima,2023-04-13,540.768,540.83,95
PUNE_G004,Koregaon Bhima,2023-04-14,540.812,540.83,93
PUNE_G004,Koregaon Bhima,2023-04-15,540.745,540.78,95
PUNE_G004,Koregaon Bhima,2023-04-16,540.721,540.74,93
PUNE_G004,Koregaon Bhima,2023-04-17,540.624,540.69,90
PUNE_G004,Koregaon Bhima,2023-04-18,540.53,540.58,89
PUNE_G004,Koregaon Bhima,2023-04-19,540.464,540.5,93
PUNE_G004,Koregaon Bhima,2023-04-20,540.422,540.44,84
PUNE_G004,Koregaon Bhima,2023-04-21,540.38,540.41,94
PUNE_G004,Koregaon Bhima,2023-04-22,540.348,540.38,92
PUNE_G004,Koregaon Bhima,2023-04-23,540.316,540.34,79
PUNE_G004,Koregaon Bhima,2023-04-24,540.255,540.29,60
PUNE_G004,Koregaon Bhima,2023-04-25,540.197,540.23,74
PUNE_G004,Koregaon Bhima,2023-04-26,540.138,540.17,96
PUNE_G004,Koregaon Bhima,2023-04-27,540.108,540.13,94
PUNE_G004,Koregaon Bhima,2023-04-28,540.072,540.1,81
PUNE_G004,Koregaon Bhima,2023-04-29,540.05,540.08,95
PUNE_G004,Koregaon Bhima,2023-04-30,540.109,540.14,78
PUNE_G004,Koregaon Bhima,2023-05-01,540.163,540.19,93
PUNE_G004,Koregaon Bhima,2023-05-02,540.19,540.19,4
PUNE_G004,Koregaon Bhima,2023-05-04,540.183,540.2,13
PUNE_G004,Koregaon Bhima,2023-05-05,540.152,540.18,93
PUNE_G004,Koregaon Bhima,2023-05-06,540.115,540.18,94
PUNE_G004,Koregaon Bhima,2023-05-07,540.249,540.33,95
PUNE_G004,Koregaon Bhima,2023-05-08,540.354,540.39,96
PUNE_G004,Koregaon Bhima,2023-05-09,540.394,540.41,92
PUNE_G004,Koregaon Bhima,2023-05-10,540.404,540.41,95
PUNE_G004,Koregaon Bhima,2023-05-11,540.397,540.41,94
PUNE_G004,Koregaon Bhima,2023-05-12,540.272,540.4,96
PUNE_G004,Koregaon Bhima,2023-05-13,540.023,540.07,89
PUNE_G004,Koregaon Bhima,2023-05-14,540.006,540.02,22
PUNE_G004,Koregaon Bhima,2023-05-30,539.925,539.97,12
PUNE_G004,Koregaon Bhima,2023-05-31,539.826,539.92,87
PUNE_G004,Koregaon Bhima,2023-06-01,539.781,539.85,95
PUNE_G004,Koregaon Bhima,2023-06-02,540.06,540.19,95
PUNE_G004,Koregaon Bhima,2023-06-03,540.101,540.17,96
PUNE_G004,Koregaon Bhima,2023-06-04,540.051,540.07,96
PUNE_G004,Koregaon Bhima,2023-06-05,540.048,540.08,94
PUNE_G004,Koregaon Bhima,2023-06-06,539.997,540.04,94
PUNE_G004,Koregaon Bhima,2023-06-07,539.944,539.98,94
PUNE_G004,Koregaon Bhima,2023-06-08,539.966,540.0,94
PUNE_G004,Koregaon Bhima,2023-06-09,539.908,539.96,93
PUNE_G004,Koregaon Bhima,2023-06-10,539.838,539.88,95
PUNE_G004,Koregaon Bhima,2023-06-11,539.802,539.83,93
PUNE_G004,Koregaon Bhima,2023-06-12,539.879,540.02,95
PUNE_G004,Koregaon Bhima,2023-06-13,540.025,540.05,96
PUNE_G004,Koregaon Bhima,2023-06-14,539.965,540.02,85
PUNE_G004,Koregaon Bhima,2023-06-15,539.942,539.96,40
PUNE_G004,Koregaon Bhima,2023-06-16,539.888,539.93,9
PUNE_G004,Koregaon Bhima,2023-06-17,539.84,539.87,46
PUNE_G004,Koregaon Bhima,2023-06-18,539.805,539.85,95
PUNE_G004,Koregaon Bhima,2023-06-19,539.753,539.81,96
PUNE_G004,Koregaon Bhima,2023-06-20,539.611,539.74,96
PUNE_G004,Koregaon Bhima,2023-06-21,538.427,539.34,92
PUNE_G004,Koregaon Bhima,2023-06-22,537.046,537.24,95
PUNE_G004,Koregaon Bhima,2023-06-23,537.059,537.16,96
PUNE_G004,Koregaon Bhima,2023-06-24,536.926,537.04,95
PUNE_G004,Koregaon Bhima,2023-06-25,536.863,536.88,95
PUNE_G004,Koregaon Bhima,2023-06-26,536.905,536.95,94
PUNE_G004,Koregaon Bhima,2023-06-27,536.997,537.16,95
PUNE_G004,Koregaon Bhima,2023-06-28,537.142,537.17,95
PUNE_G004,Koregaon Bhima,2023-06-29,537.149,537.17,92
PUNE_G004,Koregaon Bhima,2023-06-30,537.164,537.22,95
PUNE_G004,Koregaon Bhima,2023-07-01,537.584,537.89,96
PUNE_G004,Koregaon Bhima,2023-07-02,537.768,537.97,95
PUNE_G004,Koregaon Bhima,2023-07-03,537.644,537.73,96
PUNE_G004,Koregaon Bhima,2023-07-04,537.511,537.71,96
PUNE_G004,Koregaon Bhima,2023-07-05,537.306,537.37,92
PUNE_G004,Koregaon Bhima,2023-07-06,537.192,537.25,96
PUNE_G004,Koregaon Bhima,2023-07-07,537.141,537.16,96
PUNE_G004,Koregaon Bhima,2023-07-08,537.292,537.65,93
PUNE_G004,Koregaon Bhima,2023-07-09,537.667,537.72,95
PUNE_G004,Koregaon Bhima,2023-07-10,537.5,537.67,92
PUNE_G004,Koregaon Bhima,2023-07-11,537.323,537.43,96
PUNE_G004,Koregaon Bhima,2023-07-12,537.157,537.22,85
PUNE_G004,Koregaon Bhima,2023-07-13,537.111,537.13,92
PUNE_G004,Koregaon Bhima,2023-07-14,537.052,537.1,96
PUNE_G004,Koregaon Bhima,2023-07-15,537.061,537.1,94
PUNE_G004,Koregaon Bhima,2023-07-16,537.264,537.54,95
PUNE_G004,Koregaon Bhima,2023-07-17,537.373,537.51,92
PUNE_G004,Koregaon Bhima,2023-07-18,537.633,538.32,92
PUNE_G004,Koregaon Bhima,2023-07-19,538.352,538.56,91
PUNE_G004,Koregaon Bhima,2023-07-20,538.887,539.09,74
PUNE_G004,Koregaon Bhima,2023-07-21,538.66,538.99,88
PUNE_G004,Koregaon Bhima,2023-07-22,537.953,538.08,84
PUNE_G004,Koregaon Bhima,2023-07-23,538.358,538.5,92
PUNE_G004,Koregaon Bhima,2023-07-24,538.546,539.12,92
PUNE_G004,Koregaon Bhima,2023-07-25,538.994,539.13,92
PUNE_G004,Koregaon Bhima,2023-07-26,539.029,539.17,93
PUNE_G004,Koregaon Bhima,2023-07-27,538.356,538.73,94
PUNE_G004,Koregaon Bhima,2023-07-28,538.662,538.87,84
PUNE_G004,Koregaon Bhima,2023-07-29,538.552,538.86,95
PUNE_G004,Koregaon Bhima,2023-07-30,538.427,538.67,95
PUNE_G004,Koregaon Bhima,2023-07-31,538.387,538.49,82
PUNE_G004,Koregaon Bhima,2023-08-01,538.183,538.21,3
PUNE_G004,Koregaon Bhima,2023-08-02,537.987,538.13,79
PUNE_G004,Koregaon Bhima,2023-08-03,537.803,538.05,86
PUNE_G004,Koregaon Bhima,2023-08-04,537.814,538.03,96
PUNE_G004,Koregaon Bhima,2023-08-05,537.956,538.03,95
PUNE_G004,Koregaon Bhima,2023-08-06,537.952,538.03,96
PUNE_G004,Koregaon Bhima,2023-08-07,537.796,537.91,96
PUNE_G004,Koregaon Bhima,2023-08-08,537.598,537.75,96
PUNE_G004,Koregaon Bhima,2023-08-09,537.455,537.5,96
PUNE_G004,Koregaon Bhima,2023-08-10,537.401,537.45,93
PUNE_G004,Koregaon Bhima,2023-08-11,537.322,537.36,95
PUNE_G004,Koregaon Bhima,2023-08-12,537.302,537.33,95
PUNE_G004,Koregaon Bhima,2023-08-13,537.272,537.29,94
PUNE_G004,Koregaon Bhima,2023-08-14,537.328,537.42,94
PUNE_G004,Koregaon Bhima,2023-08-15,537.392,537.43,96
PUNE_G004,Koregaon Bhima,2023-08-16,537.368,537.4,92
PUNE_G004,Koregaon Bhima,2023-08-17,537.317,537.36,96
PUNE_G004,Koregaon Bhima,2023-08-18,537.27,537.3,94
PUNE_G004,Koregaon Bhima,2023-08-19,537.246,537.27,94
PUNE_G004,Koregaon Bhima,2023-08-20,537.214,537.26,95
PUNE_G004,Koregaon Bhima,2023-08-21,537.523,537.79,94
PUNE_G004,Koregaon Bhima,2023-08-22,537.568,537.72,94
PUNE_G004,Koregaon Bhima,2023-08-23,537.475,537.52,96
PUNE_G004,Koregaon Bhima,2023-08-24,537.472,537.57,92
PUNE_G004,Koregaon Bhima,2023-08-25,537.416,537.48,89
PUNE_G004,Koregaon Bhima,2023-08-26,537.365,537.38,95
PUNE_G004,Koregaon Bhima,2023-08-27,537.642,538.04,95
PUNE_G004,Koregaon Bhima,2023-08-28,537.771,537.98,93
PUNE_G004,Koregaon Bhima,2023-08-29,537.616,537.74,93
PUNE_G004,Koregaon Bhima,2023-08-30,537.482,537.56,94
PUNE_G004,Koregaon Bhima,2023-08-31,537.311,537.38,91
PUNE_G004,Koregaon Bhima,2023-09-01,537.22,537.3,92
PUNE_G004,Koregaon Bhima,2023-09-02,537.195,537.43,85
PUNE_G004,Koregaon Bhima,2023-09-03,537.501,537.64,86
PUNE_G004,Koregaon Bhima,2023-09-04,537.36,537.5,83
PUNE_G004,Koregaon Bhima,2023-09-05,537.2,537.27,77
PUNE_G004,Koregaon Bhima,2023-09-06,537.108,537.15,89
PUNE_G004,Koregaon Bhima,2023-09-07,537.042,537.08,93
PUNE_G004,Koregaon Bhima,2023-09-08,537.074,537.21,96
PUNE_G004,Koregaon Bhima,2023-09-09,539.011,539.96,94
PUNE_G004,Koregaon Bhima,2023-09-10,538.17,538.34,94
PUNE_G004,Koregaon Bhima,2023-09-11,537.773,538.02,96
PUNE_G004,Koregaon Bhima,2023-09-12,537.596,537.7,93
PUNE_G004,Koregaon Bhima,2023-09-13,537.538,537.69,95
PUNE_G004,Koregaon Bhima,2023-09-14,537.33,537.42,94
PUNE_G004,Koregaon Bhima,2023-09-15,537.224,537.27,95
PUNE_G004,Koregaon Bhima,2023-09-16,537.167,537.2,93
PUNE_G004,Koregaon Bhima,2023-09-17,537.143,537.17,95
PUNE_G004,Koregaon Bhima,2023-09-18,537.21,537.34,89
PUNE_G004,Koregaon Bhima,2023-09-19,537.357,537.59,90
PUNE_G004,Koregaon Bhima,2023-09-20,537.53,537.63,92
PUNE_G004,Koregaon Bhima,2023-09-21,537.372,537.45,91
PUNE_G004,Koregaon Bhima,2023-09-22,537.315,537.36,90
PUNE_G004,Koregaon Bhima,2023-09-23,537.426,537.45,91
PUNE_G004,Koregaon Bhima,2023-09-24,537.748,538.13,84
PUNE_G004,Koregaon Bhima,2023-09-25,537.696,538.0,91
PUNE_G004,Koregaon Bhima,2023-09-26,537.533,537.67,89
PUNE_G004,Koregaon Bhima,2023-09-27,538.097,538.56,89
PUNE_G004,Koregaon Bhima,2023-09-28,538.612,538.83,86
PUNE_G004,Koregaon Bhima,2023-09-29,538.983,539.27,91
PUNE_G004,Koregaon Bhima,2023-09-30,538.998,539.1,88
PUNE_G004,Koregaon Bhima,2023-10-01,539.243,539.62,91
PUNE_G004,Koregaon Bhima,2023-10-02,538.774,539.57,90
PUNE_G004,Koregaon Bhima,2023-10-03,538.215,538.62,92
PUNE_G004,Koregaon Bhima,2023-10-04,537.811,538.04,94
PUNE_G004,Koregaon Bhima,2023-10-05,537.607,537.68,94
PUNE_G004,Koregaon Bhima,2023-10-06,537.505,537.55,93
PUNE_G004,Koregaon Bhima,2023-10-07,537.385,537.46,93
PUNE_G004,Koregaon Bhima,2023-10-08,537.307,537.34,95
PUNE_G004,Koregaon Bhima,2023-10-09,537.258,537.29,95
PUNE_G004,Koregaon Bhima,2023-10-10,537.218,537.24,93
PUNE_G004,Koregaon Bhima,2023-10-11,537.191,537.22,93
PUNE_G004,Koregaon Bhima,2023-10-12,537.172,537.2,95
PUNE_G004,Koregaon Bhima,2023-10-13,537.138,537.17,94
PUNE_G004,Koregaon Bhima,2023-10-14,537.126,537.17,83
PUNE_G004,Koregaon Bhima,2023-10-16,536.932,537.04,32
PUNE_G004,Koregaon Bhima,2023-10-17,536.809,536.85,88
PUNE_G004,Koregaon Bhima,2023-10-18,536.685,536.75,82
PUNE_G004,Koregaon Bhima,2023-10-19,536.65,536.67,83
PUNE_G004,Koregaon Bhima,2023-10-20,536.676,536.69,65
PUNE_G004,Koregaon Bhima,2023-10-21,536.703,536.71,52
PUNE_G004,Koregaon Bhima,2023-10-22,536.682,536.7,42
PUNE_G004,Koregaon Bhima,2023-10-23,536.676,536.68,38
PUNE_G004,Koregaon Bhima,2023-10-24,536.668,536.67,49
PUNE_G004,Koregaon Bhima,2023-10-25,536.679,536.69,74
PUNE_G004,Koregaon Bhima,2023-10-26,536.754,537.34,89
PUNE_G004,Koregaon Bhima,2023-10-27,539.864,540.92,90
PUNE_G004,Koregaon Bhima,2023-10-28,540.927,540.94,92
PUNE_G004,Koregaon Bhima,2023-10-29,540.924,540.94,96
PUNE_G004,Koregaon Bhima,2023-10-30,540.92,540.94,92
PUNE_G004,Koregaon Bhima,2023-10-31,540.924,540.94,92
PUNE_G004,Koregaon Bhima,2023-11-01,540.919,540.94,94
PUNE_G004,Koregaon Bhima,2023-11-02,540.91,540.92,77
PUNE_G004,Koregaon Bhima,2023-11-03,540.797,540.91,90
PUNE_G004,Koregaon Bhima,2023-11-04,540.594,540.68,91
PUNE_G004,Koregaon Bhima,2023-11-05,540.43,540.49,90
PUNE_G004,Koregaon Bhima,2023-11-06,540.361,540.39,92
PUNE_G004,Koregaon Bhima,2023-11-07,540.296,540.33,89
PUNE_G004,Koregaon Bhima,2023-11-08,540.228,540.27,91
PUNE_G004,Koregaon Bhima,2023-11-09,540.176,540.22,92
PUNE_G004,Koregaon Bhima,2023-11-10,540.137,540.17,90
PUNE_G004,Koregaon Bhima,2023-11-11,540.407,540.8,90
PUNE_G004,Koregaon Bhima,2023-11-12,540.697,540.78,92
PUNE_G004,Koregaon Bhima,2023-11-13,540.651,540.66,88
PUNE_G004,Koregaon Bhima,2023-11-14,540.635,540.65,91
PUNE_G004,Koregaon Bhima,2023-11-15,540.598,540.62,91
PUNE_G004,Koregaon Bhima,2023-11-16,540.566,540.58,91
PUNE_G004,Koregaon Bhima,2023-11-17,540.561,540.57,91
PUNE_G004,Koregaon Bhima,2023-11-18,540.558,540.57,93
PUNE_G004,Koregaon Bhima,2023-11-19,540.535,540.55,89
PUNE_G004,Koregaon Bhima,2023-11-20,540.529,540.54,88
PUNE_G004,Koregaon Bhima,2023-11-21,540.522,540.53,82
PUNE_G004,Koregaon Bhima,2023-11-22,540.524,540.53,93
PUNE_G004,Koregaon Bhima,2023-11-23,540.514,540.53,86
PUNE_G004,Koregaon Bhima,2023-11-24,540.509,540.53,89
PUNE_G004,Koregaon Bhima,2023-11-25,540.508,540.52,90
PUNE_G004,Koregaon Bhima,2023-11-26,540.535,540.61,75
PUNE_G004,Koregaon Bhima,2023-11-27,540.579,540.6,88
PUNE_G004,Koregaon Bhima,2023-11-28,540.576,540.58,92
PUNE_G004,Koregaon Bhima,2023-11-29,540.57,540.58,88
PUNE_G004,Koregaon Bhima,2023-11-30,540.564,540.58,85
PUNE_G004,Koregaon Bhima,2023-12-01,540.588,540.61,82
PUNE_G004,Koregaon Bhima,2023-12-02,540.628,540.64,90
PUNE_G004,Koregaon Bhima,2023-12-03,540.635,540.64,87
PUNE_G004,Koregaon Bhima,2023-12-04,540.635,540.64,85
PUNE_G004,Koregaon Bhima,2023-12-05,540.628,540.63,82
PUNE_G004,Koregaon Bhima,2023-12-06,540.621,540.63,91
PUNE_G004,Koregaon Bhima,2023-12-07,540.658,540.72,91
PUNE_G004,Koregaon Bhima,2023-12-08,540.653,540.7,93
PUNE_G004,Koregaon Bhima,2023-12-09,540.605,540.63,89
PUNE_G004,Koregaon Bhima,2023-12-10,540.58,540.6,94
PUNE_G004,Koregaon Bhima,2023-12-11,540.564,540.58,94
PUNE_G004,Koregaon Bhima,2023-12-12,540.554,540.56,93
PUNE_G004,Koregaon Bhima,2023-12-13,540.54,540.55,65
PUNE_G004,Koregaon Bhima,2023-12-14,540.524,540.53,21
PUNE_G004,Koregaon Bhima,2023-12-15,540.512,540.53,92
PUNE_G004,Koregaon Bhima,2023-12-16,540.5,540.52,91
PUNE_G004,Koregaon Bhima,2023-12-17,540.487,540.5,93
PUNE_G004,Koregaon Bhima,2023-12-18,540.476,540.49,90
PUNE_G004,Koregaon Bhima,2023-12-19,540.465,540.48,93
PUNE_G004,Koregaon Bhima,2023-12-20,540.447,540.47,88
PUNE_G004,Koregaon Bhima,2023-12-21,540.442,540.45,91
PUNE_G004,Koregaon Bhima,2023-12-22,540.447,540.45,91
PUNE_G004,Koregaon Bhima,2023-12-23,540.434,540.45,92
PUNE_G004,Koregaon Bhima,2023-12-24,540.41,540.43,94
PUNE_G004,Koregaon Bhima,2023-12-25,540.382,540.41,91
PUNE_G004,Koregaon Bhima,2023-12-26,540.356,540.38,95
PUNE_G004,Koregaon Bhima,2023-12-27,540.323,540.35,92
PUNE_G004,Koregaon Bhima,2023-12-28,540.29,540.31,87
PUNE_G004,Koregaon Bhima,2023-12-29,540.261,540.29,90
PUNE_G004,Koregaon Bhima,2023-12-30,540.224,540.25,95
PUNE_G004,Koregaon Bhima,2023-12-31,540.187,540.21,92
PUNE_G004,Koregaon Bhima,2024-01-01,540.278,540.38,69
PUNE_G004,Koregaon Bhima,2024-01-02,540.651,540.82,94
PUNE_G004,Koregaon Bhima,2024-01-03,540.821,540.84,89
PUNE_G004,Koregaon Bhima,2024-01-04,540.874,540.89,94
PUNE_G004,Koregaon Bhima,2024-01-05,540.895,540.91,90
PUNE_G004,Koregaon Bhima,2024-01-06,540.879,540.89,92
PUNE_G004,Koregaon Bhima,2024-01-07,540.827,540.88,89
PUNE_G004,Koregaon Bhima,2024-01-08,540.691,540.76,96
